userid,joindate,courseid
2289,2024-12-02,500
2880,2021-07-10,12
887,2024-01-17,317
228,2024-04-28,287
6718,2020-08-19,607
5201,2021-09-11,557
1445,2021-10-10,329
7135,2022-02-16,455
9624,2023-09-18,235
4329,2024-12-05,290
6732,2022-12-13,416
4926,2023-08-28,606
3217,2021-04-22,813
3551,2021-06-03,792
2401,2024-11-28,89
2764,2024-06-08,297
2794,2022-08-26,138
2989,2022-11-02,715
9517,2020-02-09,886
8157,2021-09-13,751
4767,2023-01-09,714
9137,2022-11-13,504
8459,2023-07-11,39
4061,2024-07-21,866
3714,2020-09-28,9
7210,2024-07-26,815
8125,2022-12-18,355
2393,2020-11-17,684
9883,2020-07-18,74
7534,2023-01-01,807
6740,2022-05-23,712
1937,2021-01-02,804
9315,2023-04-13,906
4016,2020-11-22,670
8011,2022-07-07,485
6710,2024-05-17,183
1761,2023-04-05,967
4475,2024-01-13,592
4376,2021-01-18,609
814,2022-04-01,206
9909,2021-04-30,406
8281,2024-01-22,69
6902,2021-03-20,301
1819,2022-03-17,576
1601,2020-03-10,219
8853,2021-01-01,868
5588,2020-01-06,816
6755,2020-06-05,571
6543,2020-09-19,112
3215,2023-07-04,48
1557,2022-05-31,574
9091,2024-11-05,552
5926,2022-11-26,109
1095,2021-07-19,277
5158,2021-11-18,690
4308,2021-04-11,404
178,2023-06-02,701
2746,2022-07-21,486
8125,2021-09-03,881
3361,2020-07-20,544
4718,2022-08-30,317
1547,2020-08-20,285
6836,2024-04-26,64
2516,2023-11-23,464
190,2021-01-13,272
2234,2021-02-11,180
7538,2021-05-05,322
7669,2020-09-16,358
7046,2024-10-14,141
5636,2021-01-21,829
2221,2024-04-18,789
5182,2024-11-03,912
9289,2021-07-21,912
7432,2021-10-05,649
2098,2024-11-09,317
552,2023-02-03,40
2877,2023-03-17,940
5687,2022-04-13,365
4934,2021-03-01,584
2490,2023-05-04,406
2678,2022-12-18,517
8757,2024-06-21,351
1646,2023-09-18,893
1486,2020-08-02,405
7063,2020-08-28,170
4869,2020-04-24,907
5869,2024-05-04,436
9377,2023-09-15,818
9729,2022-04-27,520
3726,2021-10-24,540
6375,2024-11-10,649
5610,2020-11-22,926
7313,2021-11-30,697
2959,2022-12-24,566
9723,2020-08-07,906
2275,2023-11-25,570
4806,2020-04-03,34
2651,2022-12-19,80
4532,2022-01-28,674
3881,2021-05-03,298
4070,2021-11-16,708
3474,2024-06-17,327
3108,2020-10-31,329
9671,2021-05-08,228
1935,2023-06-13,862
493,2023-03-25,782
4821,2022-04-25,326
8722,2020-11-12,397
5483,2023-07-15,928
1077,2024-01-17,970
3622,2024-02-16,644
6815,2022-07-02,786
515,2022-06-25,619
2485,2023-07-18,313
6348,2020-02-24,998
1063,2020-03-01,941
3698,2024-03-21,800
5146,2021-11-01,378
1093,2023-04-27,222
6563,2023-01-17,391
2939,2021-12-28,461
3848,2023-12-31,346
3783,2021-04-22,576
1896,2023-08-21,587
5155,2021-08-01,724
931,2021-04-01,246
4518,2020-08-20,132
1011,2020-04-03,396
7983,2021-01-07,218
2349,2024-03-25,326
9194,2023-03-13,606
7736,2021-12-29,478
5424,2024-01-26,780
8458,2022-08-12,436
9654,2020-11-12,114
1108,2023-05-25,151
1545,2021-11-19,320
506,2023-06-23,868
8823,2020-09-17,46
3101,2023-08-08,880
9541,2023-07-13,188
412,2023-04-02,664
2931,2021-03-13,41
5245,2020-11-25,523
9978,2022-11-06,766
6124,2020-04-07,122
252,2022-04-07,932
9892,2021-02-21,731
5800,2020-12-16,741
7349,2020-01-15,263
1086,2021-11-12,565
3487,2020-12-19,495
4724,2022-08-15,435
9403,2022-05-17,777
2597,2020-04-05,811
6907,2024-04-04,184
6435,2022-11-30,867
1633,2024-03-23,471
7832,2024-07-21,944
2600,2022-11-18,147
2105,2024-11-12,118
8581,2024-05-02,79
8503,2021-02-22,490
3856,2021-12-05,543
5384,2024-01-08,164
7849,2022-02-16,710
9525,2020-10-28,997
7089,2022-09-16,577
8781,2024-04-21,911
981,2023-12-11,130
3780,2023-05-30,835
4008,2023-07-03,867
7109,2021-08-27,866
5628,2021-01-29,612
8336,2021-04-09,381
2637,2021-06-07,842
5170,2022-03-01,754
7593,2023-07-15,833
7536,2024-10-13,482
4507,2022-11-20,186
1422,2021-04-30,464
5358,2023-09-24,918
7838,2022-07-21,284
3795,2024-05-18,671
5616,2023-11-05,730
5496,2021-06-04,86
7572,2021-12-05,983
1436,2022-12-29,740
8318,2024-01-14,583
6951,2024-05-20,464
7447,2021-09-23,984
2808,2022-05-26,591
3174,2024-01-22,472
3121,2021-03-31,927
8014,2021-05-30,362
1615,2021-12-09,866
9431,2022-01-20,357
2760,2023-02-25,99
9324,2020-11-10,315
8033,2021-11-06,455
8616,2024-01-01,528
1022,2023-11-10,351
9041,2022-03-28,11
3422,2023-02-22,479
2555,2020-08-09,845
36,2020-09-27,530
8987,2021-05-02,495
6544,2020-11-08,655
3545,2020-02-15,330
7941,2022-09-23,776
2359,2021-12-12,904
1679,2022-02-28,426
9357,2024-11-25,541
5230,2020-02-29,205
5524,2023-02-18,310
7607,2021-07-20,191
9360,2020-10-08,416
5643,2024-10-02,796
7044,2024-06-06,391
9365,2020-10-09,658
4940,2020-04-10,383
605,2023-11-20,24
7436,2022-12-26,269
4694,2024-04-03,853
4587,2021-07-02,600
2276,2022-11-28,940
4391,2022-12-12,189
6998,2024-01-05,456
1969,2022-07-05,652
8517,2022-10-19,880
2402,2022-07-20,502
4133,2023-01-05,206
5829,2021-11-22,780
2473,2021-02-27,837
3816,2022-11-23,702
7433,2024-06-08,859
5734,2022-01-24,988
4424,2024-10-13,446
1969,2021-03-23,376
6600,2023-04-29,528
4170,2023-12-28,1000
7429,2020-01-12,901
6454,2020-01-07,458
2245,2023-12-31,6
3756,2020-12-19,826
9387,2020-12-09,908
6204,2022-11-29,917
794,2021-02-08,277
6816,2021-05-29,916
7756,2020-08-16,858
9212,2024-02-18,661
783,2023-06-06,90
9320,2020-04-26,858
8129,2024-03-25,526
8278,2020-07-30,531
4809,2020-08-04,965
4992,2024-02-15,733
2830,2024-06-30,497
9214,2024-03-09,966
6591,2020-09-01,165
4770,2023-04-12,161
9363,2023-12-27,887
1055,2020-11-16,53
9931,2021-03-03,431
6583,2022-11-24,488
6337,2024-10-15,301
7234,2024-10-21,343
9468,2021-04-08,42
9475,2023-02-13,441
1070,2024-09-29,510
4380,2021-11-22,468
7828,2022-10-12,95
6134,2021-08-15,787
2725,2023-01-04,439
6479,2024-05-21,687
1288,2024-01-26,298
3246,2023-11-07,368
2563,2020-03-16,608
1393,2024-10-15,723
2458,2020-12-03,270
1200,2021-02-09,537
1423,2023-11-24,122
7494,2023-09-17,868
6680,2023-07-12,713
3807,2022-05-02,282
9998,2022-12-18,328
1835,2021-05-01,461
8238,2021-07-12,346
996,2020-12-01,455
3418,2023-10-29,603
9359,2020-11-03,27
53,2024-11-11,111
1143,2020-04-27,789
9768,2020-04-03,937
7687,2020-07-13,151
7032,2020-06-03,12
6394,2022-01-12,762
2140,2020-08-09,274
9153,2020-02-08,709
8589,2021-04-07,577
872,2021-07-18,786
9525,2023-01-14,508
6158,2023-05-27,359
7299,2024-07-06,589
6715,2020-08-02,987
4501,2023-07-09,400
9534,2024-05-15,282
8533,2022-12-11,841
5432,2022-09-19,973
5472,2021-10-12,499
8318,2023-02-05,222
3326,2022-12-09,816
7730,2021-09-28,153
9155,2020-08-01,779
104,2021-09-07,321
9131,2023-11-05,525
6619,2023-01-12,60
9217,2021-08-06,921
9976,2020-01-10,587
4033,2020-08-10,248
5812,2023-09-26,770
6800,2022-06-18,823
8613,2024-10-16,904
5630,2021-11-28,92
48,2024-07-27,685
8152,2020-07-12,6
8457,2020-07-16,27
9955,2020-02-20,999
7123,2020-05-30,683
2244,2023-07-23,827
1826,2020-07-16,973
6730,2021-01-06,187
325,2021-02-25,891
6329,2022-02-18,885
4264,2023-02-04,109
1655,2023-01-30,248
9054,2021-10-15,811
2596,2022-09-09,481
8218,2022-08-28,972
2409,2024-09-03,876
2574,2020-05-03,128
3268,2024-05-09,642
820,2020-09-22,748
7544,2020-10-04,396
1408,2024-07-12,975
9795,2024-06-16,559
6298,2020-08-02,875
5346,2022-04-18,357
3794,2021-03-27,608
334,2022-06-14,198
2621,2021-01-24,267
1980,2024-01-01,286
7318,2020-01-31,292
1711,2021-05-22,671
3104,2024-04-02,213
8605,2020-05-16,182
7772,2020-05-24,896
5451,2021-12-25,388
8421,2023-04-15,914
8556,2022-02-23,389
3806,2021-07-12,188
4599,2022-01-04,607
8473,2022-07-13,228
5003,2020-09-12,927
9271,2024-07-28,337
5214,2021-10-15,500
9250,2021-11-10,956
7718,2024-10-23,139
9931,2020-04-29,743
9437,2020-09-21,115
5053,2020-05-30,794
798,2023-01-20,316
2224,2022-06-08,309
6181,2020-10-18,497
716,2022-03-18,712
5571,2020-05-31,955
7709,2021-03-06,730
2265,2020-08-07,207
9105,2020-02-14,795
6135,2024-01-25,105
2908,2023-05-26,751
372,2023-01-10,670
4827,2021-08-14,948
449,2020-08-10,782
7807,2023-02-02,845
8775,2024-04-01,554
7129,2023-04-27,737
8243,2020-07-17,344
6160,2020-10-08,232
9237,2020-05-26,570
7995,2022-07-28,862
5918,2023-12-12,332
545,2021-02-10,203
918,2023-06-28,431
6377,2023-10-08,28
3046,2024-04-05,650
3824,2023-11-18,902
6604,2020-10-04,64
2142,2020-12-31,92
642,2021-06-09,748
5873,2023-03-01,447
2634,2020-06-15,164
9391,2021-06-15,854
4526,2020-08-20,885
6050,2022-03-07,219
8232,2020-10-02,130
8024,2021-10-22,453
2573,2023-02-06,425
5155,2020-03-08,538
1457,2024-04-03,780
3672,2024-01-18,645
4981,2022-08-24,559
3623,2022-04-12,532
4051,2024-08-06,524
8946,2021-05-28,160
9444,2024-03-19,801
4927,2020-04-02,166
6805,2020-12-19,740
6965,2024-11-23,249
3067,2024-06-15,697
9104,2024-01-30,252
9068,2022-11-08,501
8406,2023-05-03,957
5494,2024-06-07,152
1442,2024-05-21,966
4625,2024-11-18,140
7003,2024-09-01,660
7623,2020-05-19,573
6110,2020-04-16,349
8217,2022-03-14,313
3110,2023-11-10,76
264,2024-01-18,103
3586,2020-05-18,420
9509,2020-02-08,827
3108,2022-12-04,879
5517,2021-01-11,267
6924,2023-11-14,530
779,2021-02-21,367
934,2022-08-02,195
8557,2023-05-09,295
9161,2021-06-25,35
8936,2024-07-20,91
8501,2022-12-21,647
565,2024-03-30,631
3685,2020-03-19,406
6593,2021-07-26,166
3908,2020-11-06,679
8100,2024-10-26,752
9419,2022-11-21,52
9400,2023-07-01,890
8701,2021-10-13,748
1885,2021-05-04,515
7712,2021-04-27,479
5987,2021-09-23,959
4927,2024-02-08,896
1594,2022-11-19,322
1415,2021-03-05,620
1566,2021-08-31,302
3473,2024-07-19,507
6262,2020-10-12,501
1305,2024-10-29,232
883,2021-06-20,968
8364,2022-02-02,628
9220,2021-02-10,644
2499,2021-12-02,727
6046,2021-10-24,994
7871,2021-03-31,572
2116,2021-11-22,986
3157,2024-04-01,386
916,2022-04-06,258
727,2021-06-30,366
9957,2021-08-11,119
5393,2024-07-28,698
4388,2024-02-12,942
6673,2022-04-10,617
9150,2021-04-24,455
9159,2024-01-31,761
9988,2020-11-25,697
3224,2020-05-09,843
242,2024-08-26,731
609,2020-11-03,797
2208,2020-07-22,562
2655,2023-09-15,557
6482,2023-01-17,438
540,2024-07-16,873
3215,2020-03-09,74
3523,2021-07-17,764
8200,2022-01-21,303
4136,2022-05-27,642
915,2024-07-15,239
7349,2023-04-28,677
1144,2020-02-14,856
4014,2022-07-01,712
4752,2021-02-08,53
4211,2021-03-06,987
5824,2024-08-01,138
8494,2022-03-16,471
5820,2021-12-11,776
5351,2020-12-16,109
7528,2024-03-03,271
6727,2020-04-29,649
5358,2024-04-25,188
5051,2020-02-23,246
4299,2020-08-28,945
9708,2023-02-13,64
5909,2021-04-08,398
9236,2020-06-16,761
9378,2023-03-05,96
7702,2023-10-27,630
4855,2022-12-10,990
7742,2023-08-10,129
4737,2020-12-27,745
9491,2022-09-13,610
5757,2022-03-10,48
5382,2021-03-13,283
3226,2022-11-19,153
8395,2021-03-05,833
568,2021-01-21,746
6578,2024-06-12,988
878,2022-07-08,723
1974,2021-11-07,974
9708,2024-03-15,665
1375,2024-10-04,23
2468,2021-09-24,23
3660,2020-07-04,18
7705,2020-04-28,837
9877,2022-04-21,905
8817,2022-06-23,951
659,2020-05-30,893
4771,2021-10-19,685
8171,2022-05-26,888
745,2023-11-02,383
2984,2022-08-17,835
6478,2020-04-09,63
1764,2023-09-06,470
6928,2020-02-04,895
3279,2024-02-28,817
5696,2020-04-23,862
903,2023-07-28,756
183,2023-11-09,50
8490,2020-08-26,544
9144,2022-05-04,538
5038,2022-06-20,927
4639,2021-08-16,4
1532,2021-08-30,904
7478,2023-12-18,168
8662,2021-02-07,358
5752,2021-12-13,500
7393,2021-04-16,736
2622,2022-02-27,434
9477,2020-02-23,34
6086,2024-01-22,124
108,2021-12-05,906
4646,2022-05-22,467
1039,2020-09-23,571
7619,2020-07-17,612
3089,2020-11-14,970
7527,2024-05-28,225
6104,2020-03-29,974
7731,2024-04-27,991
754,2023-10-05,202
8828,2024-07-10,12
1746,2023-06-10,874
7209,2023-12-28,386
1429,2020-05-16,607
6994,2024-04-10,379
6353,2022-09-27,629
3870,2023-03-30,843
4348,2022-03-08,817
6312,2020-02-28,116
1941,2024-01-27,422
9737,2022-09-02,68
3091,2020-09-13,766
5864,2021-02-12,498
6572,2024-10-16,951
8737,2024-07-02,870
6674,2023-05-30,616
9863,2023-05-20,465
5523,2023-09-19,569
4874,2023-01-15,239
8025,2023-05-31,742
1942,2021-12-29,686
3663,2021-01-10,109
5591,2023-04-20,149
2898,2020-06-16,972
2859,2022-08-30,927
6818,2022-09-14,4
7636,2023-05-17,182
2971,2024-04-19,282
1705,2020-02-14,535
3246,2024-09-24,342
158,2021-02-21,290
7587,2022-05-25,861
3518,2022-05-10,362
3004,2020-11-08,771
3853,2023-03-12,910
8021,2023-01-20,338
4128,2023-02-08,346
1993,2023-11-09,733
4171,2021-09-25,422
9533,2021-06-27,156
6356,2022-08-29,413
7637,2022-12-03,787
5557,2022-06-28,245
7899,2022-05-14,483
3746,2023-07-13,770
167,2020-12-21,612
4553,2020-09-26,656
5151,2020-04-27,230
2792,2023-07-04,203
6441,2021-04-05,539
4238,2024-03-02,227
6709,2024-09-22,37
6867,2020-03-16,300
2787,2022-02-07,501
4311,2023-05-26,144
4876,2022-03-17,625
4908,2024-03-09,302
6943,2022-07-15,6
8652,2021-04-08,52
2611,2021-04-21,541
8234,2024-06-27,429
3138,2022-08-11,523
1388,2020-07-16,198
6508,2022-07-30,432
4025,2021-03-11,818
5241,2021-05-05,712
4405,2021-10-10,75
3022,2023-01-26,32
1148,2024-03-27,260
8700,2023-04-17,469
3604,2023-03-17,898
9221,2020-04-20,154
1920,2021-02-09,972
6060,2023-10-20,315
3511,2020-09-17,977
2737,2021-06-16,766
733,2020-01-13,637
5782,2021-11-25,85
7494,2020-09-10,677
140,2022-01-09,128
4151,2020-06-14,100
927,2020-02-17,648
434,2020-11-17,95
3148,2020-06-07,649
7796,2022-05-22,949
3787,2022-07-27,8
7240,2021-10-09,446
5217,2024-03-22,997
1740,2024-04-17,670
5495,2024-07-09,172
1417,2023-03-20,901
3569,2022-03-23,577
4418,2021-01-21,674
834,2022-05-19,749
5092,2024-08-26,186
4380,2022-07-12,478
2811,2022-01-28,336
9993,2020-04-22,411
6452,2021-04-15,986
8841,2023-01-03,428
5849,2024-10-12,660
3631,2021-11-20,466
5389,2021-01-25,343
6014,2022-09-08,153
4795,2024-11-10,531
8628,2023-06-06,167
9132,2020-11-21,148
6274,2024-03-23,223
5946,2022-08-23,722
6423,2024-02-21,892
1336,2021-05-02,699
6740,2020-10-06,992
2757,2023-12-01,670
3224,2020-07-09,28
8475,2022-02-05,680
9486,2020-11-14,398
7943,2022-01-22,489
6749,2024-05-04,23
1559,2024-04-04,973
4585,2021-08-16,42
2111,2020-07-22,642
4077,2021-09-10,535
2743,2021-07-24,213
4913,2023-09-16,154
5077,2023-03-23,665
3198,2023-08-06,781
2509,2021-12-10,117
6487,2024-11-04,660
4538,2022-07-18,696
9343,2022-10-15,792
1107,2022-12-17,613
258,2022-02-17,51
5667,2021-11-18,360
8834,2024-05-31,138
6104,2021-02-11,723
4087,2020-05-23,805
2343,2020-02-21,962
1531,2023-09-07,15
1518,2022-03-02,439
3901,2022-03-09,165
5685,2023-06-12,405
2195,2020-04-11,53
2535,2021-12-20,859
6876,2023-01-17,650
6019,2020-12-10,748
9215,2021-03-02,913
6668,2023-04-05,359
899,2023-01-01,537
1893,2023-05-25,75
1115,2022-08-28,558
7931,2023-09-09,210
9136,2021-10-18,181
8412,2023-08-03,855
6618,2024-02-29,170
8653,2022-11-26,799
2856,2020-06-11,517
8709,2020-12-23,373
3289,2024-03-15,229
6041,2020-10-02,833
7764,2023-12-07,482
8568,2024-10-19,72
5622,2024-11-28,840
3718,2023-11-19,466
4815,2024-02-11,199
290,2023-04-29,95
8335,2022-11-29,326
9824,2021-09-13,471
6232,2023-02-09,179
3956,2021-05-11,323
23,2024-08-07,483
1787,2020-04-28,315
4135,2024-05-27,224
2282,2023-12-22,987
9177,2024-08-15,625
6519,2023-10-10,528
2036,2021-02-27,815
2840,2020-06-19,208
4168,2021-05-19,477
5325,2023-08-06,843
8987,2023-01-29,39
783,2023-05-15,707
6834,2021-01-15,933
357,2023-04-15,767
501,2022-12-05,745
7834,2022-08-16,537
7284,2023-12-08,999
2930,2023-01-11,918
9149,2020-05-11,318
9043,2022-07-01,73
8679,2022-03-08,879
6434,2021-01-10,823
411,2022-12-12,46
5387,2020-02-18,298
4176,2021-08-30,921
6943,2022-07-01,87
6739,2024-08-06,213
8649,2022-04-23,32
2856,2021-11-04,630
8356,2023-10-25,781
2347,2022-02-05,160
8019,2023-08-06,311
8192,2024-07-11,41
7466,2021-12-13,778
8855,2023-05-16,304
456,2022-04-14,657
5045,2024-03-29,819
8265,2023-02-06,60
2347,2022-09-22,705
5865,2021-02-26,176
9104,2024-04-13,704
2293,2024-05-29,927
9255,2023-02-14,420
2868,2024-05-14,114
6601,2020-04-15,354
9887,2023-07-24,368
617,2022-07-12,61
6851,2024-01-21,693
2235,2024-06-17,844
9665,2023-04-14,708
4277,2022-09-13,758
5633,2024-12-04,835
2222,2024-11-13,868
7946,2021-06-06,895
873,2023-02-13,200
6148,2021-01-21,26
2430,2021-06-20,365
6786,2020-07-10,606
4196,2022-01-12,262
7210,2022-06-04,505
7399,2022-11-08,847
2226,2024-08-30,628
4202,2020-10-31,434
3908,2022-08-12,651
3648,2024-07-06,789
5505,2022-08-24,868
8364,2020-07-19,993
8057,2020-11-06,308
6671,2023-11-03,985
2965,2020-02-13,880
5418,2020-09-17,96
9724,2022-04-16,975
1662,2024-10-16,741
3250,2021-07-15,961
2690,2021-02-02,882
6027,2023-07-28,931
8219,2022-12-02,846
3460,2024-10-13,162
3999,2023-05-15,190
5595,2020-08-10,299
9234,2022-06-24,843
694,2022-06-08,434
1059,2022-08-10,826
9083,2023-05-06,320
9218,2021-05-08,273
5784,2020-01-20,618
8273,2024-07-11,26
3730,2021-08-10,637
203,2020-08-19,757
8278,2023-03-04,792
5371,2021-11-22,984
6787,2020-12-17,397
7074,2020-10-26,261
4177,2023-08-15,989
9066,2023-02-14,927
950,2024-03-28,63
2191,2021-02-06,835
4861,2021-02-28,269
6164,2022-06-25,768
9249,2020-03-29,459
4212,2023-08-27,522
6633,2024-08-10,468
4213,2022-10-19,955
5918,2023-04-10,742
3519,2020-06-23,173
3698,2022-09-11,897
7026,2021-10-11,485
950,2023-10-18,316
9312,2023-04-16,702
9004,2023-12-03,537
6364,2020-01-06,149
7985,2020-01-09,842
8391,2023-01-15,609
2626,2020-11-17,505
1611,2022-12-27,319
3290,2021-01-03,98
3182,2022-09-24,88
6427,2024-04-24,367
7234,2020-06-04,630
6555,2022-10-23,645
9020,2023-12-23,288
8401,2023-03-12,442
5316,2022-04-24,700
8277,2023-02-20,360
5207,2021-07-26,250
5853,2020-02-14,267
2837,2022-03-05,674
8352,2022-04-05,529
2931,2023-01-19,168
3399,2022-09-22,569
6547,2022-07-31,516
7218,2022-12-05,766
536,2024-07-04,737
7027,2020-07-11,272
7948,2023-02-01,440
2498,2020-02-25,956
8267,2023-11-30,573
4390,2020-10-30,550
5672,2024-07-23,619
993,2020-05-29,109
655,2024-07-26,399
2223,2024-06-01,505
6507,2020-09-11,2
6505,2022-11-15,881
3580,2021-01-29,957
9889,2024-07-29,217
4583,2022-05-12,161
2084,2020-04-27,230
3234,2023-08-17,50
5481,2023-10-19,100
4911,2021-03-04,668
8978,2023-11-22,410
5123,2024-03-24,443
9363,2022-05-09,505
2203,2021-10-17,904
4028,2021-11-25,196
1553,2024-08-08,618
1301,2024-06-23,158
9031,2022-05-14,317
3964,2023-11-21,476
3576,2023-07-11,453
2953,2024-07-19,147
722,2023-12-01,587
5931,2021-10-14,739
3836,2022-03-29,296
8374,2023-11-29,444
6792,2023-06-16,380
1461,2023-09-05,493
5561,2021-08-10,452
4890,2024-08-05,763
3205,2020-12-16,552
8753,2021-07-04,563
6995,2020-04-14,13
2198,2020-04-22,965
4456,2020-06-25,634
5302,2024-02-14,202
8828,2022-12-21,898
4382,2024-10-14,120
3766,2023-12-25,102
728,2024-02-01,837
6944,2020-05-14,423
1635,2022-03-15,926
5104,2020-05-30,648
4053,2020-07-02,672
6010,2022-02-16,182
7529,2022-07-12,650
2828,2024-02-29,813
8669,2024-10-13,735
3125,2023-12-25,88
6461,2022-05-01,604
5719,2022-12-18,304
8777,2024-09-01,374
451,2023-07-11,451
605,2022-11-24,927
2652,2020-09-17,295
4584,2021-03-10,396
2448,2024-10-24,579
6722,2023-11-14,960
6169,2024-07-22,234
1375,2023-05-13,776
3509,2020-10-22,451
3715,2022-08-17,786
2087,2022-06-24,186
8598,2023-09-01,140
8091,2020-06-09,949
9821,2021-04-20,199
3792,2020-10-20,880
106,2022-09-13,358
5371,2023-08-31,109
6217,2021-04-25,235
5727,2021-02-25,673
4397,2020-09-15,169
807,2022-01-30,402
8596,2020-03-13,291
7447,2022-01-22,264
6905,2021-10-12,202
1961,2022-09-30,13
9729,2022-12-31,310
97,2022-09-19,382
8807,2022-07-11,506
9213,2023-01-15,879
8648,2020-12-27,855
3763,2023-01-08,954
6294,2022-08-14,254
8971,2020-06-05,339
5689,2023-11-26,571
9795,2023-03-12,214
808,2024-07-09,469
7945,2022-01-16,903
8647,2021-08-28,813
5980,2020-08-27,441
2502,2024-03-13,375
2222,2023-01-10,569
9779,2024-10-06,743
6248,2024-04-29,70
5695,2021-04-10,117
7300,2023-07-20,635
754,2020-05-29,199
2221,2020-08-18,192
2944,2022-05-07,508
6678,2023-06-28,89
5900,2020-03-28,835
2459,2022-10-15,343
1820,2024-03-02,975
8831,2021-12-28,47
3911,2020-04-10,802
5474,2024-09-06,348
3740,2021-04-29,186
7101,2024-09-19,445
6356,2024-09-21,116
3071,2023-05-31,792
7032,2022-10-18,379
3004,2022-08-07,160
3041,2024-01-16,622
7891,2021-07-11,141
9841,2024-11-05,211
6572,2023-12-12,779
1931,2020-11-29,605
7880,2020-10-28,158
3425,2023-04-28,883
690,2022-03-04,580
3910,2022-09-23,634
6937,2023-02-09,277
8548,2023-12-31,126
8945,2020-11-03,247
1247,2022-01-13,217
3356,2022-06-29,240
9039,2021-09-19,422
7696,2022-08-09,45
3460,2024-12-02,904
7871,2024-05-30,635
2869,2023-03-27,856
5063,2024-06-01,30
7227,2022-11-13,623
1756,2024-04-25,643
678,2024-10-08,685
2021,2021-07-11,77
8629,2022-02-03,259
9777,2021-10-04,674
952,2023-03-22,424
4579,2021-07-27,171
5975,2020-10-27,436
8366,2024-08-07,269
1137,2021-05-09,512
5518,2022-04-30,457
66,2020-09-10,384
3119,2024-08-17,301
5276,2022-12-08,485
3386,2023-07-01,663
3695,2022-12-05,557
2454,2022-12-09,20
716,2023-10-09,742
5999,2020-07-21,450
899,2021-04-23,228
5608,2021-10-18,712
9322,2023-01-02,849
2321,2021-06-12,344
6213,2020-09-07,331
9397,2020-10-06,509
4864,2024-04-30,817
9638,2022-10-22,148
9030,2023-11-14,167
440,2023-07-26,559
3866,2021-09-04,835
2756,2024-01-10,59
5153,2022-05-17,879
3207,2022-10-17,11
4618,2022-07-31,525
5789,2021-08-26,105
8658,2023-01-27,429
3367,2021-05-14,353
1920,2023-06-24,936
9138,2020-11-06,394
4155,2023-08-07,617
7193,2020-07-25,625
1959,2020-11-08,85
5281,2023-07-02,574
8528,2022-03-20,161
797,2022-11-21,538
5828,2021-06-10,96
9666,2020-02-12,343
4208,2020-12-02,872
5199,2022-01-20,286
5308,2022-02-10,513
3591,2022-12-19,149
8003,2021-01-23,617
8753,2020-12-26,414
387,2020-04-24,529
1526,2022-03-10,407
761,2022-12-01,409
2445,2024-01-28,575
6439,2023-12-24,725
3343,2023-05-19,715
4604,2023-04-27,950
364,2020-12-27,929
4967,2024-11-20,143
6916,2021-06-12,651
1893,2020-11-09,118
8458,2021-05-07,765
6900,2023-03-15,999
7001,2020-05-01,322
2059,2023-04-17,122
2483,2024-11-26,534
4220,2020-06-13,725
1878,2020-02-15,650
9532,2020-06-30,704
4053,2021-05-14,469
2331,2020-02-19,876
4134,2021-07-01,841
3237,2022-04-19,30
5676,2023-07-16,988
4557,2024-06-11,735
2040,2022-10-09,453
8281,2024-04-27,184
1659,2021-09-07,891
2167,2023-02-19,564
5277,2022-02-24,367
8805,2024-05-12,852
9968,2020-03-27,862
3960,2024-07-17,230
1653,2024-03-16,329
5265,2024-02-19,983
8709,2024-07-21,945
635,2023-09-29,697
3412,2022-05-07,37
1656,2021-04-15,508
2825,2022-05-02,272
2145,2021-12-21,951
7030,2022-11-13,997
2191,2022-01-30,472
342,2021-05-08,859
8722,2020-07-11,663
8082,2023-07-21,796
507,2020-05-11,245
7785,2023-05-31,944
5492,2022-12-15,295
4246,2020-06-01,64
8355,2024-11-04,232
1003,2021-11-15,192
6853,2022-11-11,609
1973,2020-11-27,836
3111,2021-03-18,912
2430,2023-12-07,51
8436,2020-05-23,149
6879,2023-08-20,169
8426,2021-11-15,792
8790,2023-07-25,695
6233,2020-09-13,627
1538,2022-07-02,32
840,2024-06-17,707
4417,2022-09-08,984
1772,2023-11-13,7
9141,2023-06-25,224
717,2022-07-18,952
410,2024-09-09,158
5675,2024-02-21,526
4461,2023-04-01,653
9800,2024-05-26,45
3951,2020-06-16,93
6530,2022-01-19,904
3514,2023-03-16,970
3090,2023-12-22,10
4368,2023-01-25,530
1543,2020-04-26,164
3477,2023-01-27,392
679,2024-02-25,834
9357,2021-01-29,466
6865,2022-08-11,229
6342,2021-07-10,609
2806,2023-10-09,490
7305,2022-06-07,197
4673,2023-11-23,602
3256,2023-03-19,579
5738,2021-11-15,507
2923,2021-06-07,522
9233,2020-01-13,796
4241,2021-07-16,950
2684,2022-04-23,192
4590,2021-06-11,706
3869,2021-09-04,268
1005,2021-05-11,386
9570,2023-02-15,966
716,2021-08-07,297
6180,2021-03-29,746
3923,2021-05-17,500
4538,2020-01-25,448
3558,2020-12-29,605
8857,2022-04-01,27
7556,2020-11-03,399
1501,2023-06-13,633
3138,2021-12-11,215
8638,2020-10-07,826
7006,2021-06-28,153
8131,2024-03-17,307
4908,2024-07-20,22
1261,2024-06-25,244
2526,2024-03-02,446
6971,2023-08-17,504
1200,2020-01-15,473
759,2024-10-06,235
8874,2022-10-24,492
8403,2024-12-05,308
4745,2023-11-27,658
9298,2023-12-12,27
